UTC Time,1,2,3,4,5,6
1/12/2016 13:00,1408.026773,1510.612081,629.8851356,7949.713773,954.4122577,4411.935872
1/12/2016 14:00,1397.159144,1498.952663,625.0531873,7888.35518,947.0457794,4379.227194
1/12/2016 15:00,1367.482156,1467.113485,611.8235681,7720.799021,926.9296272,4288.338678
1/12/2016 16:00,1348.505604,1446.754348,603.3574589,7613.657477,914.0666228,4229.922447
1/12/2016 17:00,1333.9597,1431.148666,596.8660324,7531.531359,904.206875,4185.055427
1/12/2016 18:00,1325.516388,1422.090195,593.0945429,7483.860452,898.483688,4158.854644
1/12/2016 19:00,1335.966031,1433.301174,597.7574296,7542.8591,905.5668402,4191.064335
1/12/2016 20:00,1339.895097,1437.516501,599.5075114,7565.042591,908.2301054,4203.0321
1/12/2016 21:00,1354.942584,1453.66031,606.2359692,7650.000644,918.4298446,4250.042769
1/12/2016 22:00,1426.58534,1530.522779,638.2567659,8054.495372,966.9919359,4473.226333
1/12/2016 23:00,1513.108389,1623.34968,676.9442871,8543.004174,1025.640436,4743.487421
1/13/2016 0:00,1508.594143,1618.506538,674.9203933,8517.516758,1022.580514,4729.141962
1/13/2016 1:00,1465.374417,1572.137931,655.5961154,8273.498352,993.2845968,4594.177846
1/13/2016 2:00,1404.348499,1506.665817,628.3065683,7928.946249,951.9189881,4403.43696
1/13/2016 3:00,1308.211778,1403.524815,585.3300683,7386.158691,886.753988,4103.582616
1/13/2016 4:00,1197.696348,1284.957507,535.9122735,6762.188994,811.8425705,3758.269676
1/13/2016 5:00,1118.864236,1200.381885,500.6386985,6317.103197,758.4072705,3510.903604
1/13/2016 6:00,1075.811705,1154.192654,481.359128,6074.028769,729.2246835,3375.102585
1/13/2016 7:00,1070.461487,1148.452633,478.9353354,6043.821461,725.5981096,3356.965175
